GEOGRAPHICAL_BOROUGH_NAME,NEW_BOROUGH_GROUPING,RAM,CONSOLIDATED_NAME,CONSOLIDATED_TDS_NUM,DEVELOPMENT_NAME,TDS_NUM,ADDRESS_LINE_1,BUILDING_NUM,LOCATION,LOCATION_TYPE,OWNERGROUP,SOURCESYSID,CALL_CENTER_TYPE,PARENT,WONUM,TRADE_TYPE,CRAFT_DESCRIPTION,FAILURECODE,PROBLEMCODE,WOPRIORITY,REPORTDATE,ZZCREATEDATE,SCHEDSTART,TARGSTARTDATE,ACTSTART,ACTFINISH,STATUS,STATUSDATE,DISPOSITION_DESC,DISPOSITION_SUB_DESC,WORK_DONE_DESC,ZZSUBWORKTYPE,CAUSE,REMEDY,ZZRESCODE,LAST_LABTRANS_TRANSTYPE,TOTAL_REPAIRS_DONE,REPAIRS_DONE_LIST,VANDALISM_CODE,ZZCOURTORDER,ZZRRPWORKREQUIRED,ZZRRPWORKAMOUNT,DESCRIPTION,Days to Complete Or Still Open,TDS,BUILDING,STAIRHALL,ROOM,PROBLEMANDFAILURE,CATEGORY
Bronx,Bronx,TOLOZANO,Sotomayor,67,SOTOMAYOR,67,1085 BEACH AVENUE,18,067.18.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,66692680,66692680,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-05-03,2019-05-03,,,2019-05-06,2019-05-06,CLOSE,2019-05-07,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,1,BRICKSPOINTED,0,0,,,EZ PACK # 2 OIL LEAK ON ARMS,3.08588,67,18,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,TOLOZANO,Sotomayor,67,SOTOMAYOR,67,1085 BEACH AVENUE,18,067.18.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,73411960,73411960,MAINTENANCE,Maintenance,COMPACTOR,RAMSLOW,3,2020-04-14,2020-04-14,,,2020-04-16,2020-04-16,CLOSE,2020-04-17,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,2,HYDROLICFLUIDREPLACED;ELECTRICITYRESTORED,0,0,,,e zay pack # 2 arms ooo,1.77919,67,18,,GND01,RAMSLOWCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,TOLOZANO,Sotomayor,67,SOTOMAYOR,67,1090 ROSEDALE AVENUE,GN,067.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,66692706,66692706,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-05-03,2019-05-03,,,2019-05-06,2019-05-06,CLOSE,2019-05-07,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,1,BRICKSPOINTED,0,0,,,EZ PACK # 3 HOSE LEAKING,3.188854,67,,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,TOLOZANO,Sotomayor,67,SOTOMAYOR,67,1085 BEACH AVENUE,18,067.18.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,66537656,66537656,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-04-23,2019-04-23,,,2019-04-26,2019-04-26,CLOSE,2019-04-27,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,1,HYDROLICHOSEREPLACED,0,0,,,EZAY PACK # 1 MACHINE DOWN,2.978252,67,18,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,TOLOZANO,Sotomayor,67,SOTOMAYOR,67,1725 BRUCKNER BOULEVARD,2,067.02.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,66422261,66422261,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-04-12,2019-04-12,,,2019-04-15,2019-04-15,CLOSE,2019-04-16,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,1,BRICKSPOINTED,0,0,,,E -ZAY PACK # 2 LEFT ARE LEAKING,3.117824,67,2,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,TOLOZANO,Sotomayor,67,SOTOMAYOR,67,1020 SOUNDVIEW AVENUE,5,067.05.GND01,GROUNDS,DEV067,SIEBEL,CCC,66368203,66368203,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-04-08,2019-04-08,,,2019-04-11,2019-04-11,CLOSE,2019-04-12,CLOSED,Closed,Work Done,,FINISHWORK,REMEDY,,WORK,1,MACHINEUNJAMMED,0,0,,,COMPACTOR - SOHC,2.906447,67,5,,GND01,NEEDSCLEANINGCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,TOLOZANO,Sotomayor,67,SOTOMAYOR,67,1090 ROSEDALE AVENUE,GN,067.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,66422352,66422352,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-04-12,2019-04-12,,,2019-04-15,2019-04-15,CLOSE,2019-04-16,CLOSED,Closed,Work Done,BUILDING,NORMALWEAR,REMEDY,,WORK,1,BRICKSREPLACED,0,0,,,E- ZAY PACK #3 HOSE LEAKING,3.157593,67,,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,TOLOZANO,Sotomayor,67,SOTOMAYOR,67,1720 WATSON AVENUE,10,067.10.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,68172802,68172802,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-08-13,2019-08-13,,,2019-08-20,2019-08-20,CLOSE,2019-08-23,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,CAPACITY LIGHTS OOO # 3 & # 4,6.82184,67,10,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,TOLOZANO,Sotomayor,67,SOTOMAYOR,67,1085 BEACH AVENUE,18,067.18.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,68172744,68172744,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-08-13,2019-08-13,,,2019-08-21,2019-08-21,CLOSE,2019-08-23,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,capacity lights and handle OOO # 1 & 2,7.928322,67,18,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,TOLOZANO,Sotomayor,67,SOTOMAYOR,67,1085 BEACH AVENUE,18,067.18.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,68466809,68466809,MAINTENANCE,Maintenance,COMPACTOR,HOSEOILLEAK,3,2019-08-26,2019-08-26,,,2019-09-04,2019-09-04,CLOSE,2019-09-06,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,2,HYDROLICFLUIDREPLACED;HYDROLICHOSEREPLACED,0,0,,,EZAY PACK  # 2 OIL LEAK,9.085174,67,18,,GND01,HOSEOILLEAKCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,TOLOZANO,Sotomayor,67,SOTOMAYOR,67,1836 WATSON AVENUE,26,067.26.GND01,GROUNDS,DEV067,SIEBEL,CCC,67720206,67720206,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-07-12,2019-07-12,,,2019-07-13,2019-07-13,CLOSE,2019-07-16,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,MACHINECLEANED,0,0,,,COMPACTOR - SOHC,0.829884,67,26,,GND01,NEEDSCLEANINGCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,TOLOZANO,Sotomayor,67,SOTOMAYOR,67,1085 BEACH AVENUE,18,067.18.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,69438546,69438546,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-10-09,2019-10-09,,,2019-10-10,2019-10-10,CLOSE,2019-10-10,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,1,HYDROLICHOSEREPLACED,0,0,,,NEEDS NEW FITTINGS FOR NEW E ZAY PACK,0.937697,67,18,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,TOLOZANO,Sotomayor,67,SOTOMAYOR,67,1720 WATSON AVENUE,10,067.10.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,66692755,66692755,MAINTENANCE,Maintenance,COMPACTOR,COMPACTORLEAKING,3,2019-05-03,2019-05-03,,,2019-05-06,2019-05-06,CLOSE,2019-05-07,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,1,BRICKSPOINTED,0,0,,,EZ PACK # 4 ARM LEAKING OIL,3.228924,67,10,,GND01,COMPACTORLEAKINGCOMPACTOR,EXTCOMPACTOR
Brooklyn,Brooklyn,MAYNARD,Cooper Park,69,COOPER PARK,69,40 DEBEVOISE AVENUE,GN,069.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,72048989,72048989,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2020-01-12,2020-01-12,,,2020-01-16,2020-01-16,CLOSE,2020-01-17,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,exterior compactor #2,3.753692,69,,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Brooklyn,Brooklyn,MAYNARD,Cooper Park,69,COOPER PARK,69,40 DEBEVOISE AVENUE,GN,069.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,66864225,66864225,MAINTENANCE,Maintenance,COMPACTOR,MACHOILLEAK,3,2019-05-17,2019-05-17,,,2019-05-20,2019-05-20,CLOSE,2019-05-21,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,Exterior compactor #2 leaking oil,2.806875,69,,,GND01,MACHOILLEAKCOMPACTOR,EXTCOMPACTOR
Brooklyn,Brooklyn,MIDDLETON,Cypress Hills,70,CYPRESS HILLS,70,600 EUCLID AVENUE,GN,070.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,67791021,67791021,MAINTENANCE,Maintenance,COMPACTOR,RAMNOTMOVING,3,2019-07-18,2019-07-18,,,2019-07-30,2019-07-30,CLOSE,2019-07-31,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,BRICKSPOINTED,0,0,,,Ez pack #2 ram not pushing,11.835637,70,,,GND01,RAMNOTMOVINGCOMPACTOR,EXTCOMPACTOR
Brooklyn,Brooklyn,MIDDLETON,Cypress Hills,70,CYPRESS HILLS,70,600 EUCLID AVENUE,GN,070.GND01,GROUNDS,DEV070,MAXIMO,Non-CCC,65796683,65796683,SKILLED TRADES,Vendor,COMPACTOR,CHUTECUTOFFGATEOOO,3,2019-03-06,2019-03-06,,,2019-03-25,2019-03-25,CLOSE,2019-05-06,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,DOORSAFETYSWITCHREPAIRED,0,0,N,,Generic Vendor Work Plan,19.060567,70,,,GND01,CHUTECUTOFFGATEOOOCOMPACTOR,EXTCOMPACTOR
Brooklyn,Brooklyn,MIDDLETON,Cypress Hills,70,CYPRESS HILLS,70,1230 SUTTER AVENUE,2,070.02.GND01,GROUNDS,DEV070,SIEBEL,CCC,65855321,65855321,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-03-12,2019-03-12,,,,,CLOSE,2019-03-13,CLOSED,Service Restored,Work Not Done,,,,SERVREST,,,,0,0,,,COMPACTOR - SOHC,1.027211,70,2,,GND01,NEEDSCLEANINGCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,TOLOZANO,Soundview,71,SOUNDVIEW,71,1711 LACOMBE AVENUE,12,071.12.GND01,GROUNDS,DEV071,SIEBEL,CCC,72047152,72047152,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-01-12,2020-01-12,,,2020-01-12,2020-01-12,CLOSE,2020-01-19,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,COMPACTOR - SOHC,0.083808,71,12,,GND01,NEEDSCLEANINGCOMPACTOR,EXTCOMPACTOR
Brooklyn,NGO1,KORBUL,Howard,72,HOWARD,72,30 GLENMORE AVENUE,1,072.01.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,66800695,66800695,MAINTENANCE,Maintenance,COMPACTOR,DRSAFTEYSWITCHOOO,3,2019-05-13,2019-05-13,,,2019-05-15,2019-05-18,CLOSE,2019-05-18,CLOSED,Closed,Work Done,SAFETY,NORMALWEAR,REMEDY,,WORK,2,DOORSAFETYSWITCHREPLACED;HOPPERDOORREPLACED,0,0,,,COMPACTOR - MAINT,4.970336,72,1,,GND01,DRSAFTEYSWITCHOOOCOMPACTOR,EXTCOMPACTOR
Brooklyn,NGO1,KORBUL,Howard,72,HOWARD,72,30 GLENMORE AVENUE,1,072.01.GND01,GROUNDS,DEV072,MAXIMO,Non-CCC,72070197,72070197,SKILLED TRADES,Vendor,COMPACTOR,COMPACTOROOO,3,2020-01-14,2020-01-14,,,2020-03-23,2020-03-23,CLOSE,2020-03-23,CLOSED,Closed,Work Done,H&S,NORMALWEAR,REMEDY,,WORK,1,DOORSAFETYSWITCHREPLACED,0,0,N,,CAUTION!! Exterior Compactor #2 DOOR HINDGE BROKEN OFF. and the Piston is Damadged,69.260903,72,1,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Brooklyn,NGO1,KORBUL,Howard,72,HOWARD,72,30 GLENMORE AVENUE,1,072.01.GND01,GROUNDS,DEV072,MAXIMO,Non-CCC,66796847,66796847,SKILLED TRADES,Welder,COMPACTOR,DRSAFTEYSWITCHOOO,3,2019-05-13,2019-05-13,,,2019-06-02,2019-06-02,CLOSE,2019-11-18,CLOSED,Closed,Work Done,SAFETY,NORMALWEAR,REMEDY,,WORK,1,DOORSAFETYSWITCHREPAIRED,0,0,,,Exterior Compactor #-1 Safety Chain needs Welder.,19.87669,72,1,,GND01,DRSAFTEYSWITCHOOOCOMPACTOR,EXTCOMPACTOR
Brooklyn,Brooklyn,MAYNARD,Sumner,73,SUMNER,73,10 LEWIS AVENUE,4,073.04.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,65781130,65781130,MAINTENANCE,Maintenance,COMPACTOR,RAMNOTMOVING,3,2019-03-05,2019-03-05,,,2019-03-06,2019-03-06,CLOSE,2019-03-06,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,"machine full light keeps coming n, even when the machine is empty",1.059826,73,4,,GND01,RAMNOTMOVINGCOMPACTOR,EXTCOMPACTOR
Brooklyn,Brooklyn,MAYNARD,Sumner,73,SUMNER,73,995 MYRTLE AVENUE,8,073.08.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,65330914,65330914,MAINTENANCE,Maintenance,COMPACTOR,NOPOWER,3,2019-01-29,2019-01-29,,,2019-01-30,2019-01-30,CLOSE,2019-01-31,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,COMPACTOR - MAINT,1.317593,73,8,,GND01,NOPOWERCOMPACTOR,EXTCOMPACTOR
Manhattan,NGO1,TURNER,Wagner,74,WAGNER,74,2390 2ND AVENUE,19,074.19.GND01,GROUNDS,DEV074,SIEBEL,CCC,65557597,65557597,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-02-13,2019-02-13,,,2019-02-15,2019-02-15,CLOSE,2019-02-16,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,MACHINECLEANED,0,0,,,COMPACTOR - SOHC,1.750903,74,19,,GND01,NEEDSCLEANINGCOMPACTOR,EXTCOMPACTOR
Manhattan,NGO1,TURNER,Wagner,74,WAGNER,74,505 EAST 120TH STREET,3,074.03.GND01,GROUNDS,DEV074,SIEBEL,CCC,69571093,69571093,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-10-17,2019-10-17,,,2019-10-18,2019-10-18,CLOSE,2019-10-19,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,MACHINECLEANED,0,0,,,COMPACTOR - SOHC,0.690764,74,3,,GND01,NEEDSCLEANINGCOMPACTOR,EXTCOMPACTOR
Manhattan,NGO1,TURNER,Wagner,74,WAGNER,74,2396 1ST AVENUE,GN,074.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,67759650,67759650,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-07-16,2019-07-16,,,2019-07-26,2019-07-26,CLOSE,2019-07-30,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,BRICKSPOINTED,0,0,,,EZ Pack 1,9.952245,74,,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Queens,Queens-Staten Island,FALU,Hammel,75,HAMMEL,75,84-12 ROCKAWAY BEACH BOULEVARD,3,075.03.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,71451086,71451086,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-12-05,2019-12-05,,,2019-12-12,2019-12-12,CLOSE,2019-12-13,CLOSED,Closed,Work Done,BUILDING,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,out of order not running,7.393843,75,3,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Queens,Queens-Staten Island,FALU,Hammel,75,HAMMEL,75,85-02 ROCKAWAY BEACH BOULEVARD,1,075.01.GND01,GROUNDS,DEV075,SIEBEL,CCC,65094125,65094125,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-01-10,2019-01-10,,,2019-01-10,2019-01-10,CLOSE,2019-01-11,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,MACHINECLEANED,0,0,,,COMPACTOR - SOHC,0.095347,75,1,,GND01,NEEDSCLEANINGCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,ALLEN,La Guardia,76,LA GUARDIA,76,55 RUTGERS STREET,2,076.02.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,65525524,65525524,MAINTENANCE,Maintenance,COMPACTOR,COMPACTORLEAKING,3,2019-02-11,2019-02-11,,,2019-02-11,2019-02-11,CLOSE,2019-02-12,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,BRICKSREPLACED,0,0,,,number two,0.397569,76,2,,GND01,COMPACTORLEAKINGCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,ALLEN,La Guardia,76,LA GUARDIA,76,250 MADISON STREET,GN,076.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,73478761,73478761,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2020-04-23,2020-04-23,,,2020-04-25,2020-04-25,CLOSE,2020-04-27,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,HOPPERDOORREPAIRED,0,0,,,ez-pack#2 back door not closing,2.022477,76,,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,ALLEN,La Guardia,76,LA GUARDIA,76,45 RUTGERS STREET,1,076.01.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,66349669,66349669,MAINTENANCE,Maintenance,COMPACTOR,CHUTECUTOFFGATEOOO,3,2019-04-05,2019-04-05,,,2019-04-08,2019-04-08,CLOSE,2019-04-08,CLOSED,No Work Done with Sequence,Work Not Done,,,,,NOWORKDONEWITHSEQ,,,0,0,,,COMPACTOR - MAINT,2.850104,76,1,,GND01,CHUTECUTOFFGATEOOOCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,ALLEN,La Guardia,76,LA GUARDIA,76,45 RUTGERS STREET,1,076.01.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,66564175,66564175,MAINTENANCE,Maintenance,COMPACTOR,MACHOILLEAK,3,2019-04-25,2019-04-25,,,2019-04-27,2019-04-27,CLOSE,2019-04-29,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2,HYDROLICHOSEREPLACED;HYDROLICFLUIDREPLACED,0,0,,,COMPACTOR - MAINT,2.17559,76,1,,GND01,MACHOILLEAKCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,ALLEN,La Guardia,76,LA GUARDIA,76,45 RUTGERS STREET,1,076.01.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,70180402,70180402,MAINTENANCE,Maintenance,COMPACTOR,COMPACTORLEAKING,3,2019-11-15,2019-11-15,,,2019-11-19,2019-11-19,CLOSE,2019-11-20,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,COMPACTOR - MAINT,3.909201,76,1,,GND01,COMPACTORLEAKINGCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,ALLEN,La Guardia,76,LA GUARDIA,76,45 RUTGERS STREET,1,076.01.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,72676054,72676054,MAINTENANCE,Maintenance,COMPACTOR,FITTINGOILLEAK,3,2020-02-26,2020-02-26,,,2020-03-03,2020-03-03,CLOSE,2020-03-04,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,HYDROLICCYLINDERREPAIRED,0,0,,,COMPACTOR - MAINT,6.399236,76,1,,GND01,FITTINGOILLEAKCOMPACTOR,EXTCOMPACTOR
Staten Island,Queens-Staten Island,FALU,Mariner's Harbor,77,MARINER'S HARBOR,77,124 BRABANT STREET,17,077.17.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,68762057,68762057,MAINTENANCE,Maintenance,COMPACTOR,MACHOILLEAK,3,2019-09-05,2019-09-05,,,2019-09-11,2019-09-11,CLOSE,2019-09-12,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,3,HYDROLICFLUIDREPLACED;HYDROLICHOSEREPLACED;ELECTRICITYRESTORED,0,0,,,exterior compactor #2 leaking  bad,5.869167,77,17,,GND01,MACHOILLEAKCOMPACTOR,EXTCOMPACTOR
Staten Island,Queens-Staten Island,FALU,Mariner's Harbor,77,MARINER'S HARBOR,77,173 BRABANT STREET,11,077.11.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,73991732,73991732,MAINTENANCE,Maintenance,COMPACTOR,MACHOILLEAK,3,2020-06-11,2020-06-11,,,2020-06-18,2020-06-18,CLOSE,2020-06-18,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,HYDROLICHOSEREPLACED,0,0,,,compactor #1 leaking oil,6.976748,77,11,,GND01,MACHOILLEAKCOMPACTOR,EXTCOMPACTOR
Staten Island,Queens-Staten Island,FALU,Mariner's Harbor,77,MARINER'S HARBOR,77,173 BRABANT STREET,11,077.11.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,73906525,73906525,MAINTENANCE,Maintenance,COMPACTOR,MACHOILLEAK,3,2020-06-02,2020-06-02,,,2020-06-08,2020-06-08,CLOSE,2020-06-08,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,HYDROLICFLUIDREPLACED,0,0,,,compactor #1 leaking oil,5.691169,77,11,,GND01,MACHOILLEAKCOMPACTOR,EXTCOMPACTOR
Brooklyn,Brooklyn,HALL,Red Hook West,79,RED HOOK WEST,79,135GAR RICHARDS STREET,4,079.04.GND01,GROUNDS,DEV079,MAXIMO,Non-CCC,71984266,71984266,SKILLED TRADES,Vendor,COMPACTOR,RAMNOTMOVING,3,2020-01-07,2020-01-06,,,2020-01-21,2020-01-21,CLOSE,2020-03-31,CLOSED,Closed,Work Done,H&S,NORMALWEAR,REMEDY,,WORK,1,HYDROLICCYLINDERREPLACED,0,0,N,,EXTERIOR COMPACTOR # 1 NEEDS REPAIR,14.990972,79,4,,GND01,RAMNOTMOVINGCOMPACTOR,EXTCOMPACTOR
Manhattan,Mixed Finance,DINGLE,Manhattanville,81,MANHATTANVILLE,81,549 WEST 126TH STREET,GN,081.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,65277461,65277461,MAINTENANCE,Maintenance,COMPACTOR,RAMNOTPUSHING,3,2019-01-25,2019-01-25,,,2019-01-28,2019-01-28,CLOSE,2019-01-29,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,COMPACTOR - MAINT,3.001285,81,,,GND01,RAMNOTPUSHINGCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,MOLINA,Douglass,82,DOUGLASS I,82,880 COLUMBUS AVENUE,GN,082.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,72638260,72638260,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2020-02-24,2020-02-24,,,2020-03-02,2020-03-04,CLOSE,2020-03-05,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,STRAPREINFORCED,0,0,,,ez pack crank for the back door #3,9.017731,82,,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,MOLINA,Douglass,82,DOUGLASS I,82,865 COLUMBUS AVENUE,7,082.07.GND01,GROUNDS,DEV082,SIEBEL,CCC,71434122,71434122,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-12-04,2019-12-04,,,2019-12-04,2019-12-04,CLOSE,2019-12-04,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,MACHINECLEANED,0,0,,,"no compactor in area, drop site cleaned",0.018819,82,7,,GND01,NEEDSCLEANINGCOMPACTOR,OTHER
Manhattan,Manhattan,MOLINA,Douglass,82,DOUGLASS I,82,880 COLUMBUS AVENUE,GN,082.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,72954658,72954658,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2020-03-13,2020-03-13,,,2020-03-18,2020-03-18,CLOSE,2020-03-18,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,3,HYDROLICHOSEREPLACED;HYDROLICCYLINDERREPAIRED;HYDROLICFLUIDREPLACED,0,0,,,macine #3 motor is out on at the controls,4.887801,82,,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,MOLINA,Douglass,82,DOUGLASS I,82,870 COLUMBUS AVENUE,11,082.11.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,65920004,65920004,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-03-18,2019-03-18,,,2019-03-21,2019-03-21,CLOSE,2019-03-22,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,COMPACTOR - MAINT,2.984201,82,11,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
