MAKE,MODL,YEAR,DESCRIPTION,SERIAL #,PO #, COST ,DATE,LOCATION,Tag # 
TENNANT,S30,2019,,9954,,,,TBD,
TENNANT,S30,2019,,9959,,,,TBD,
TENNANT,S30,2019,,9960,,,,TBD,
TENNANT,S30,2019,,9961,,,,TBD,
TENNANT,S30,2019,,9962,,,,COOPER PARK ,
TENNANT,S30,2019,,9957,,,,BREEVOORT,
TENNANT,S30,2019,,9992,,,,WEBSTER,
TENNANT,S30,2019,,9972,,,,RUTGERS,
TENNANT,S30,2019,,9995,,,,WASHINGTON / LEXINGTON,
TENNANT,S30,2019,,9970,,,,LAQUARDIA,
TENNANT,S30,2019,,9974,,,,BORIQUEN PLAZA,
TENNANT,S30,2019,,9976,,,,ROOSEVELT,
TENNANT,S30,2019,,9997,,,,QUEENS BRIDGE NORTH,
TENNANT,S30,2019,,10001,,,,FORT INDEPENDENCE,
TENNANT,S30,2019,,9967,,,,INGERSOLL,
TENNANT,S30,2019,,9973,,,,BAYVIEW,
TENNANT,S30,2019,,9984,,,,KING TOWERS,
TENNANT,S30,2019,,9985,,,,WHITMAN,
TENNANT,S30,2019,,9975,,,,PATTERSON,
BOBCAT ,S630,2019,,AHGL14995,,,,RED HOOK WEST,
BOBCAT ,S630,2019,,AHGL14997,,,,UNITY,
BOBCAT ,S630,2019,,AHGL14998,,,,MARBLE HILL,
BOBCAT ,S630,2019,,AHGL14832,,,,LINCOLN,
BOBCAT ,S630,2019,,AHGL14982,,,,LAFAYETTE GARDENS,
BOBCAT ,S630,2019,,AHGL14833,,,,SOTOMAYOR,
BOBCAT ,S630,2019,,AHGL14996,,,,MONROE,
BOBCAT ,S630,2019,,AHGL14836,,,,SHEEPSHEAD / NOSTRAND,
BOBCAT ,S630,2019,,AHGL14993,,,,KING TOWERS,
BOBCAT ,S630,2019,,AHGL14968,,,,ISAACS,
BOBCAT ,S630,2019,,AHGL14991,,,,CASTLE HILL,
BOBCAT ,S630,2019,,AHGL14835,,,,JEFFERSON,
BOBCAT ,S630,2019,,AHGL14992,,,,FORT INDEPENDENCE,
BOBCAT ,S630,2019,,AHGL14834,,,,PATTERSON,
JOHN DEERE,324G ,2019,,1T0324GJLKJ366198,,,,CASTLE HILL ,
JOHN DEERE,324G ,2019,,1T0324GJJKJ366275,,,,PELHAM PARKWAY,
JOHN DEERE,324G ,2019,,1T0324GJKKJ366260,,,,VAN DYKE,
JOHN DEERE,324G ,2019,,1T0324GJLKJ366265,,,,LINDEN,
JOHN DEERE,324G ,2019,,1T0324GJJKJ366292,,,,TAFT,
JOHN DEERE,324G ,2019,,1T0324GJPKJ366256,,,,WASHINGTON / LEXINGTON,
JOHN DEERE,324G ,2019,,1T0324GJPKJ366287,,,,ISAACS,
JOHN DEERE,324G ,2019,,1T0324GJAKJ366370,,,,POLO GROUNDS,
JOHN DEERE,324G ,2019,,1T0324GJCKJ366397,,,,PINK,
JOHN DEERE,324G ,2019,,1T0324GJEKJ366379,,,,MARINERS HARBOR,
JOHN DEERE,324G ,2019,,1T0324GJAKJ366278,,,,SURFSIDE / CONEY ISLAND,
JOHN DEERE,324G ,2019,,1T0324GJVKJ366263,,,,WILLIAM RIED,
JOHN DEERE,324G ,2019,,1T0324GJVKJ366280,,,,THROGGS NECK,
JOHN DEERE,324G ,2019,,1T0324GJKKJ366369,,,,BREEVOORT,
JOHN DEERE,324G ,2019,,1T0324GJHKJ366283,,,,BERRY,
JOHN DEERE,1023E,2019,,1LV1023EHKK126780,,,,MONROE,
JOHN DEERE,1023E,2019,,1LV1023EJKK130627,,,,TAFT,
JOHN DEERE,1023E,2019,,1LV1023EKKK130593,,,,SACKWERN,
JOHN DEERE,1023E,2019,,1LV1023ELKK125532,,,,ADAMS,
JOHN DEERE,1023E,2019,,1LV1023ELKK126776,,,,LES 2,
JOHN DEERE,1023E,2019,,1LV1023ELKK126812,,,,UNION CONSOLIDATED,
JOHN DEERE,1023E,2019,,1LV1023ELKK129144,,,,FRED SAMUELS,
JOHN DEERE,1023E,2019,,1LV1023EVKK126791,,,,MORRISANIA AIR RIGHTS,
JOHN DEERE,1023E,2019,,1LV1023EAKK130602,,,,ST. MARY'S,
JOHN DEERE,1023E,2019,,1LV1023ECKK126773,,,,CASTLE HILL,
JOHN DEERE,1023E,2019,,1LV1023ECKK130623,,,,BREUKELEN,
JOHN DEERE,1023E,2019,,1LV1023ECKK130654,,,,BREEVOORT,
JOHN DEERE,1023E,2019,,1LV1023ETKK126766,,,,SUMNER,
JOHN DEERE,1023E,2019,,1LV1023EHKK126570,,,,EAST RIVER,
JOHN DEERE,1023E,2019,,1LV1023EPKK126784,,,,SURFSIDE / CONEY ISLAND,
JOHN DEERE,1023E,2019,,1LV1023EPKK126395,,,,BRONX RIVER,
JOHN DEERE,1023E,2019,,1LV1023EHKK130599,,,,ROOSEVELT,
JOHN DEERE,1023E,2019,,1LV1023EVKK130601,,,,PARK ROCK,
JOHN DEERE,1023E,2019,,1LV1023EHKK130621,,,,ISAACS ,
JOHN DEERE,1023E,2019,,1LV1023EPKK126798,,,,DREW HAMILTON,
JOHN DEERE,1023E,2019,,1LV1023EEKK126926,,,,TODT HILL,
JOHN DEERE,1023E,2019,,1LV1023ETKK126458,,,,CAREY GARDENS,
JOHN DEERE,1023E,2019,,1LV1023EVKK130646,,,,LANGSTON HUGHES,
JOHN DEERE,1023E,2019,,1LV1023ECKK126264,,,,TBD,
JOHN DEERE,1023E,2019,,1LV1023ECKK126409,,,,TBD,
JOHN DEERE,1023E,2019,,1LV1023ECKK126782,,,,MELROSE,
JOHN DEERE,1023E,2019,,1LV1023ECKK126787,,,,TBD,
JOHN DEERE,1023E,2019,,1LV1023ECKK129088,,,,TBD,
JOHN DEERE,1023E,2019,,1LV1023EEKK130572,,,,TBD,
JOHN DEERE,1023E,2019,,1LV1023EHKK130621,,,,ISAACS ,
JOHN DEERE,1023E,2019,,1LV1023EJKK129669,,,,TBD,
JOHN DEERE,1023E,2019,,1LV1023EKKK130643,,,,TBD,
JOHN DEERE,1023E,2019,,1LV1023EKKK130660,,,,LAFAYETTE GARDENS,
JOHN DEERE,1023E,2019,,1LV1023ELKK130617,,,,TBD,
JOHN DEERE,1023E,2019,,1LV1023EPKK126798,,,,TBD,
JOHN DEERE,1023E,2019,,1LV1023EPKK126803,,,,TBD,
JOHN DEERE,1023E,2019,,1LV1023ETKK126458,,,,TBD,
JOHN DEERE,1023E,2019,,1LV1023EVKK126239,,,,TBD,
JOHN DEERE,1023E,2019,,1LV1023EVKK126306,,,,OCEAN HILL,
JOHN DEERE,XUV856M,2019,,1M0865MDKKM020435,,,,ADAMS,
JOHN DEERE,XUV856M,2019,,1M0865MDPKM020398,,,,MITCHEL,
JOHN DEERE,XUV856M,2019,,1M0865MDHKMO20394,,,,MARLBORO,
JOHN DEERE,317,2007,,T00317A178223,,,,Farragut Houses,
JOHN DEERE,317,2007,,T00317A178316,,,,Lafayette Gardens,
JOHN DEERE,317,2007,,T00317A178227,,,,BAYVIEW,
JOHN DEERE,317,2007,,T00317A178219,,,,Sheepshead-Nostrand,
JOHN DEERE,317,2007,,T00317A177694,,,,Sheepshead-Nostrand,
JOHN DEERE,317,2007,,T00317A178186,,,,Marlboro,
JOHN DEERE,317,2007,,T00317A177687,,,,Marlboro,
JOHN DEERE,317,2007,,T00317A178279,,,,Riis Houses,
JOHN DEERE,317,2007,,T00317A178217,,,,Wagner Houses,
JOHN DEERE,317,2007,,T00317A177663,,,,Borinquen Plaza,
JOHN DEERE,317,2007,,T00317A177984,,,,SOTOMAYOR,
JOHN DEERE,317,2007,,T00317A177661,,,,Castle Hill Houses,
JOHN DEERE,317,2007,,T00317A178220,,,,Morrisania Consolidation,
JOHN DEERE,317,2007,,T00317A177980,,,,Baisley Park,
JOHN DEERE,317,2007,,T00317A178274,,,,MARINERS HARBOR,
JOHN DEERE,4120,2009,,LV4120H150434,,,,LAGUARDIA,
JOHN DEERE,4120,2009,,LV4120H150438,,,,South Jamaica,
JOHN DEERE,4120,2009,,LV4120H150426,,,,Soundview,
JOHN DEERE,4120,2009,,LV4120H610011,,,,Sumner,
JOHN DEERE,4120,2009,,LV4120H610027,,,,Isaacs/Holmes,
JOHN DEERE,4120,2009,,LV4120H610031,,,,Lehman Village,
JOHN DEERE,4120,2009,,LV4120H610006,,,,Johnson,
JOHN DEERE,4120,2009,,LV4120H610028,,,,Straus,
JOHN DEERE,4120,2009,,LV4120H610029,,,,Queensbridge South,
JOHN DEERE,4120,2009,,LV4120H210470,,,,O'Dwyer Gardens ,
JOHN DEERE,4120,2009,,LV4120H210497,,,,MANHATTANVILLE,
JOHN DEERE,4120,2009,,LV4120H610285,,,,Washington-Lexington,
JOHN DEERE,4120,2009,,LV4120H210473,,,,Wald Houses,
JOHN DEERE,4120,2009,,LV4120H610266,,,,BAYVIEW,
JOHN DEERE,4120,2009,,LV4120H610289,,,,Manhattan  Mgmt,
JOHN DEERE,4120,2009,,LV4120H610299,,,,Castle Hill Houses,
JOHN DEERE,4120,2009,,LV4120H610009,,,,SMITH,
JOHN DEERE,4120,2009,,LV4120H610025,,,,Wald Houses,
JOHN DEERE,4120,2009,,LV4120H610022,,,,PATTERSON,
JOHN DEERE,4120,2009,,LV4120H610012,,,,Taft Houses,
JOHN DEERE,4120,2009,,LV4120H150436,,,, Loaner,
JOHN DEERE,4120,2009,,LV4120H150430,,,,Breukelen,
JOHN DEERE,4120,2009,,LV4120H610023,,,,BOSTON SECOR,
JOHN DEERE,4120,2009,,LV4120H150428,,,,BUTLER,
JOHN DEERE ,318G,2017,,1T0318GALHJ319661,,,,TODT HILL,
JDEERE,318D,2014,,1T0318EALEJ259363,,,,BROWNSVILLE,
JOHN DEERE,Z920,2007,,TC920AK011644,,,,MARCY,
JOHN DEERE,GATOR,2007,,W006X4D040520,,,,BAYVIEW,
TENNANT,S30,2018,,S30-6898,,,,MITCHEL,
JOHN DEERE,GATOR,2007,,W006X4D040502,,,,Melrose,
JOHN DEERE,318D,2010,,1T031BDACA0190518,,,,SMITH,
JOHN DEERE,4120,2009,,LV4120H610009,,,,SMITH,
JOHN DEERE,4120,2009,,LV4120H610307,,,,ASTORIA,
JOHN DEERE,4120,2009,,LV4120H610044,,,,RAVENSWOOD,
JOHN DEERE,4410,2009,,LV4410H142109,,,,REDFERN,
JOHN DEERE,GATOR,2007,,W006X4D004084,,,,BOSTON SECOR,
JOHN DEERE,Z820,2007,,TC820AK020761,,,,TODT HILL,
