,CONS,ROLE,ACTUAL,BUDGETED,CONS_TDS,CONS_NAME,TITLE_NAME,CODE_KEY,CODE_NAME
493,Glenwood,AST RES BLDG SP,1,1,044,GLENWOOD,AST RES BLDG SP,6.0,ASUPER
494,Glenwood,CARETAKER HA,17,15,044,GLENWOOD,CARETAKER HA,10.0,CTJ
495,Glenwood,CARETAKER HA_G,1,1,044,GLENWOOD,CARETAKER HA_G,13.0,CTG
496,Glenwood,CARETAKER HA_X,6,6,044,GLENWOOD,CARETAKER HA_X,12.0,CTX
497,Glenwood,HSG AST,3,3,044,GLENWOOD,HSG AST,4.0,HA
498,Glenwood,HSG MGR,1,1,044,GLENWOOD,HSG MGR,1.0,PM
499,Glenwood,MAINT WORKER,3,5,044,GLENWOOD,MAINT WORKER,9.0,MW
500,Glenwood,RES BLDG SUPT,1,1,044,GLENWOOD,RES BLDG SUPT,5.0,SUPER
501,Glenwood,SECY,0,2,044,GLENWOOD,SECY,3.0,SEC
502,Glenwood,SUPV HSG CRTKR,1,1,044,GLENWOOD,SUPV HSG CRTKR,7.0,SOC
503,Glenwood,SUPV HSG GDKPR,1,1,044,GLENWOOD,SUPV HSG GDKPR,8.0,SOG
504,Gompers Consolidated,AST HSG MGR,1,1,100,GOMPERS CONSOLIDATED,AST HSG MGR,2.0,APM
505,Gompers Consolidated,AST RES BLDG SP,2,2,100,GOMPERS CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
506,Gompers Consolidated,CARETAKER HA,21,22,100,GOMPERS CONSOLIDATED,CARETAKER HA,10.0,CTJ
507,Gompers Consolidated,CARETAKER HA_G,1,0,100,GOMPERS CONSOLIDATED,CARETAKER HA_G,13.0,CTG
508,Gompers Consolidated,CARETAKER HA_X,5,5,100,GOMPERS CONSOLIDATED,CARETAKER HA_X,12.0,CTX
509,Gompers Consolidated,CLERICAL ASO,1,1,100,GOMPERS CONSOLIDATED,CLERICAL ASO,3.0,SEC
510,Gompers Consolidated,HSG AST,4,4,100,GOMPERS CONSOLIDATED,HSG AST,4.0,HA
511,Gompers Consolidated,HSG MGR,1,1,100,GOMPERS CONSOLIDATED,HSG MGR,1.0,PM
512,Gompers Consolidated,MAINT WORKER,6,7,100,GOMPERS CONSOLIDATED,MAINT WORKER,9.0,MW
513,Gompers Consolidated,RES BLDG SUPT,0,1,100,GOMPERS CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
514,Gompers Consolidated,SECY,1,1,100,GOMPERS CONSOLIDATED,SECY,3.0,SEC
515,Gompers Consolidated,SUPV HSG CRTKR,1,2,100,GOMPERS CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
516,Gompers Consolidated,SUPV HSG GDKPR,0,1,100,GOMPERS CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
517,Gowanus,AST HSG MGR,1,1,025,GOWANUS,AST HSG MGR,2.0,APM
518,Gowanus,AST RES BLDG SP,1,1,025,GOWANUS,AST RES BLDG SP,6.0,ASUPER
519,Gowanus,CARETAKER HA,17,17,025,GOWANUS,CARETAKER HA,10.0,CTJ
520,Gowanus,CARETAKER HA_G,1,1,025,GOWANUS,CARETAKER HA_G,13.0,CTG
521,Gowanus,CARETAKER HA_X,2,3,025,GOWANUS,CARETAKER HA_X,12.0,CTX
522,Gowanus,CLERICAL ASO,1,1,025,GOWANUS,CLERICAL ASO,3.0,SEC
523,Gowanus,HSG AST,2,3,025,GOWANUS,HSG AST,4.0,HA
524,Gowanus,HSG MGR,1,1,025,GOWANUS,HSG MGR,1.0,PM
525,Gowanus,MAINT WORKER,5,5,025,GOWANUS,MAINT WORKER,9.0,MW
526,Gowanus,RES BLDG SUPT,1,1,025,GOWANUS,RES BLDG SUPT,5.0,SUPER
527,Gowanus,SECY,1,1,025,GOWANUS,SECY,3.0,SEC
528,Gowanus,SUPV HSG CRTKR,1,1,025,GOWANUS,SUPV HSG CRTKR,7.0,SOC
529,Gowanus,SUPV HSG GDKPR,1,1,025,GOWANUS,SUPV HSG GDKPR,8.0,SOG
530,Grant,AST HSG MGR,2,2,087,GRANT,AST HSG MGR,2.0,APM
531,Grant,AST RES BLDG SP,2,2,087,GRANT,AST RES BLDG SP,6.0,ASUPER
532,Grant,CARETAKER HA,28,27,087,GRANT,CARETAKER HA,10.0,CTJ
533,Grant,CARETAKER HA_G,0,1,087,GRANT,CARETAKER HA_G,13.0,CTG
534,Grant,CARETAKER HA_X,7,3,087,GRANT,CARETAKER HA_X,12.0,CTX
535,Grant,HSG AST,5,5,087,GRANT,HSG AST,4.0,HA
536,Grant,HSG MGR,1,1,087,GRANT,HSG MGR,1.0,PM
537,Grant,MAINT WORKER,8,8,087,GRANT,MAINT WORKER,9.0,MW
538,Grant,RES BLDG SUPT,1,1,087,GRANT,RES BLDG SUPT,5.0,SUPER
539,Grant,SECY,2,2,087,GRANT,SECY,3.0,SEC
540,Grant,SUPV HSG CRTKR,3,2,087,GRANT,SUPV HSG CRTKR,7.0,SOC
541,Grant,SUPV HSG GDKPR,0,1,087,GRANT,SUPV HSG GDKPR,8.0,SOG
542,Gun Hill,AST RES BLDG SP,1,1,040,GUN HILL,AST RES BLDG SP,6.0,ASUPER
543,Gun Hill,CARETAKER HA,12,11,040,GUN HILL,CARETAKER HA,10.0,CTJ
544,Gun Hill,CARETAKER HA_G,2,1,040,GUN HILL,CARETAKER HA_G,13.0,CTG
545,Gun Hill,CARETAKER HA_X,3,3,040,GUN HILL,CARETAKER HA_X,12.0,CTX
546,Gun Hill,HSG AST,2,2,040,GUN HILL,HSG AST,4.0,HA
547,Gun Hill,HSG MGR,1,1,040,GUN HILL,HSG MGR,1.0,PM
548,Gun Hill,MAINT WORKER,3,3,040,GUN HILL,MAINT WORKER,9.0,MW
549,Gun Hill,RES BLDG SUPT,1,1,040,GUN HILL,RES BLDG SUPT,5.0,SUPER
550,Gun Hill,SECY,1,2,040,GUN HILL,SECY,3.0,SEC
551,Gun Hill,SUPV HSG CRTKR,1,1,040,GUN HILL,SUPV HSG CRTKR,7.0,SOC
552,Gun Hill,SUPV HSG GDKPR,1,1,040,GUN HILL,SUPV HSG GDKPR,8.0,SOG
553,Hammel Consolidated,AST HSG MGR,1,0,075,HAMMEL CONSOLIDATED,AST HSG MGR,2.0,APM
554,Hammel Consolidated,AST RES BLDG SP,1,1,075,HAMMEL CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
555,Hammel Consolidated,CARETAKER HA,17,13,075,HAMMEL CONSOLIDATED,CARETAKER HA,10.0,CTJ
556,Hammel Consolidated,CARETAKER HA_G,1,0,075,HAMMEL CONSOLIDATED,CARETAKER HA_G,13.0,CTG
557,Hammel Consolidated,CARETAKER HA_X,2,4,075,HAMMEL CONSOLIDATED,CARETAKER HA_X,12.0,CTX
558,Hammel Consolidated,HSG AST,2,2,075,HAMMEL CONSOLIDATED,HSG AST,4.0,HA
559,Hammel Consolidated,HSG MGR,1,1,075,HAMMEL CONSOLIDATED,HSG MGR,1.0,PM
560,Hammel Consolidated,MAINT WORKER,4,4,075,HAMMEL CONSOLIDATED,MAINT WORKER,9.0,MW
561,Hammel Consolidated,RES BLDG SUPT,1,1,075,HAMMEL CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
562,Hammel Consolidated,SECY,2,2,075,HAMMEL CONSOLIDATED,SECY,3.0,SEC
563,Hammel Consolidated,SUPV HSG CRTKR,1,1,075,HAMMEL CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
564,Hammel Consolidated,SUPV HSG GDKPR,1,1,075,HAMMEL CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
565,Harlem River Consolidated,AST HSG MGR,1,1,003,HARLEM RIVER CONSOLIDATED,AST HSG MGR,2.0,APM
566,Harlem River Consolidated,AST RES BLDG SP,2,2,003,HARLEM RIVER CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
567,Harlem River Consolidated,CARETAKER HA,16,17,003,HARLEM RIVER CONSOLIDATED,CARETAKER HA,10.0,CTJ
568,Harlem River Consolidated,CARETAKER HA_G,1,2,003,HARLEM RIVER CONSOLIDATED,CARETAKER HA_G,13.0,CTG
569,Harlem River Consolidated,CARETAKER HA_X,2,4,003,HARLEM RIVER CONSOLIDATED,CARETAKER HA_X,12.0,CTX
570,Harlem River Consolidated,HSG AST,3,3,003,HARLEM RIVER CONSOLIDATED,HSG AST,4.0,HA
571,Harlem River Consolidated,HSG MGR,1,1,003,HARLEM RIVER CONSOLIDATED,HSG MGR,1.0,PM
572,Harlem River Consolidated,MAINT WORKER,5,5,003,HARLEM RIVER CONSOLIDATED,MAINT WORKER,9.0,MW
573,Harlem River Consolidated,RES BLDG SUPT,1,1,003,HARLEM RIVER CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
574,Harlem River Consolidated,SECY,1,2,003,HARLEM RIVER CONSOLIDATED,SECY,3.0,SEC
575,Harlem River Consolidated,SECY WP,1,0,003,HARLEM RIVER CONSOLIDATED,SECY WP,3.0,SEC
576,Harlem River Consolidated,SUPV HSG CRTKR,1,1,003,HARLEM RIVER CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
577,Harlem River Consolidated,SUPV HSG GDKPR,1,1,003,HARLEM RIVER CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
578,Highbridge Gardens,AST RES BLDG SP,1,1,078,HIGHBRIDGE GARDENS,AST RES BLDG SP,6.0,ASUPER
579,Highbridge Gardens,CARETAKER HA,9,9,078,HIGHBRIDGE GARDENS,CARETAKER HA,10.0,CTJ
580,Highbridge Gardens,CARETAKER HA_G,1,1,078,HIGHBRIDGE GARDENS,CARETAKER HA_G,13.0,CTG
581,Highbridge Gardens,CARETAKER HA_X,4,4,078,HIGHBRIDGE GARDENS,CARETAKER HA_X,12.0,CTX
582,Highbridge Gardens,HSG AST,2,2,078,HIGHBRIDGE GARDENS,HSG AST,4.0,HA
583,Highbridge Gardens,HSG MGR,1,1,078,HIGHBRIDGE GARDENS,HSG MGR,1.0,PM
584,Highbridge Gardens,MAINT WORKER,3,3,078,HIGHBRIDGE GARDENS,MAINT WORKER,9.0,MW
585,Highbridge Gardens,RES BLDG SUPT,1,1,078,HIGHBRIDGE GARDENS,RES BLDG SUPT,5.0,SUPER
586,Highbridge Gardens,SECY,1,2,078,HIGHBRIDGE GARDENS,SECY,3.0,SEC
587,Highbridge Gardens,SUPV HSG CRTKR,1,1,078,HIGHBRIDGE GARDENS,SUPV HSG CRTKR,7.0,SOC
588,Highbridge Gardens,SUPV HSG GDKPR,1,1,078,HIGHBRIDGE GARDENS,SUPV HSG GDKPR,8.0,SOG
589,Howard,AST RES BLDG SP,1,1,072,HOWARD,AST RES BLDG SP,6.0,ASUPER
590,Howard,CARETAKER HA,13,12,072,HOWARD,CARETAKER HA,10.0,CTJ
591,Howard,CARETAKER HA_G,1,0,072,HOWARD,CARETAKER HA_G,13.0,CTG
592,Howard,CARETAKER HA_X,4,4,072,HOWARD,CARETAKER HA_X,12.0,CTX
593,Howard,HSG AST,2,2,072,HOWARD,HSG AST,4.0,HA
594,Howard,HSG MGR,1,1,072,HOWARD,HSG MGR,1.0,PM
595,Howard,MAINT WORKER,4,4,072,HOWARD,MAINT WORKER,9.0,MW
596,Howard,RES BLDG SUPT,1,1,072,HOWARD,RES BLDG SUPT,5.0,SUPER
597,Howard,SECY,2,2,072,HOWARD,SECY,3.0,SEC
598,Howard,SUPV HSG CRTKR,1,1,072,HOWARD,SUPV HSG CRTKR,7.0,SOC
599,Howard,SUPV HSG GDKPR,1,1,072,HOWARD,SUPV HSG GDKPR,8.0,SOG
600,Hughes Apts,AST RES BLDG SP,1,1,168,LANGSTON HUGHES CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
601,Hughes Apts,CARETAKER HA,11,8,168,LANGSTON HUGHES CONSOLIDATED,CARETAKER HA,10.0,CTJ
602,Hughes Apts,CARETAKER HA_G,2,1,168,LANGSTON HUGHES CONSOLIDATED,CARETAKER HA_G,13.0,CTG
603,Hughes Apts,CARETAKER HA_X,2,4,168,LANGSTON HUGHES CONSOLIDATED,CARETAKER HA_X,12.0,CTX
604,Hughes Apts,HSG AST,2,2,168,LANGSTON HUGHES CONSOLIDATED,HSG AST,4.0,HA
605,Hughes Apts,HSG MGR,1,1,168,LANGSTON HUGHES CONSOLIDATED,HSG MGR,1.0,PM
606,Hughes Apts,MAINT WORKER,2,2,168,LANGSTON HUGHES CONSOLIDATED,MAINT WORKER,9.0,MW
607,Hughes Apts,RES BLDG SUPT,1,1,168,LANGSTON HUGHES CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
608,Hughes Apts,SECY,1,2,168,LANGSTON HUGHES CONSOLIDATED,SECY,3.0,SEC
609,Hughes Apts,SUPV HSG CRTKR,1,1,168,LANGSTON HUGHES CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
610,Hughes Apts,SUPV HSG GDKPR,1,1,168,LANGSTON HUGHES CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
611,Ingersoll,AST HSG MGR,2,2,014,INGERSOLL,AST HSG MGR,2.0,APM
612,Ingersoll,AST RES BLDG SP,1,2,014,INGERSOLL,AST RES BLDG SP,6.0,ASUPER
613,Ingersoll,CARETAKER HA,23,24,014,INGERSOLL,CARETAKER HA,10.0,CTJ
614,Ingersoll,CARETAKER HA_G,2,2,014,INGERSOLL,CARETAKER HA_G,13.0,CTG
615,Ingersoll,CARETAKER HA_X,5,6,014,INGERSOLL,CARETAKER HA_X,12.0,CTX
616,Ingersoll,HSG AST,5,5,014,INGERSOLL,HSG AST,4.0,HA
617,Ingersoll,HSG MGR,1,1,014,INGERSOLL,HSG MGR,1.0,PM
618,Ingersoll,MAINT WORKER,7,7,014,INGERSOLL,MAINT WORKER,9.0,MW
619,Ingersoll,RES BLDG SUPT,1,1,014,INGERSOLL,RES BLDG SUPT,5.0,SUPER
620,Ingersoll,SECY,3,2,014,INGERSOLL,SECY,3.0,SEC
621,Ingersoll,SUPV HSG CRTKR,2,2,014,INGERSOLL,SUPV HSG CRTKR,7.0,SOC
622,Ingersoll,SUPV HSG GDKPR,1,1,014,INGERSOLL,SUPV HSG GDKPR,8.0,SOG
623,Isaacs Consolidated,AST HSG MGR,1,1,139,ISAACS CONSOLIDATED,AST HSG MGR,2.0,APM
624,Isaacs Consolidated,AST RES BLDG SP,1,1,139,ISAACS CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
625,Isaacs Consolidated,CARETAKER HA,17,17,139,ISAACS CONSOLIDATED,CARETAKER HA,10.0,CTJ
626,Isaacs Consolidated,CARETAKER HA_G,2,1,139,ISAACS CONSOLIDATED,CARETAKER HA_G,13.0,CTG
627,Isaacs Consolidated,CARETAKER HA_X,4,5,139,ISAACS CONSOLIDATED,CARETAKER HA_X,12.0,CTX
628,Isaacs Consolidated,CHIEF CARETAKER,1,0,139,ISAACS CONSOLIDATED,CHIEF CARETAKER,12.0,CTX
629,Isaacs Consolidated,HSG AST,3,3,139,ISAACS CONSOLIDATED,HSG AST,4.0,HA
630,Isaacs Consolidated,HSG MGR,1,1,139,ISAACS CONSOLIDATED,HSG MGR,1.0,PM
631,Isaacs Consolidated,MAINT WORKER,6,6,139,ISAACS CONSOLIDATED,MAINT WORKER,9.0,MW
632,Isaacs Consolidated,RES BLDG SUPT,1,1,139,ISAACS CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
633,Isaacs Consolidated,SECY,2,2,139,ISAACS CONSOLIDATED,SECY,3.0,SEC
634,Isaacs Consolidated,SUPV HSG CRTKR,1,1,139,ISAACS CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
635,Isaacs Consolidated,SUPV HSG GDKPR,1,1,139,ISAACS CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
636,Jackie Robinson Consolidated,AST RES BLDG SP,1,1,241,JACKIE ROBINSON CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
637,Jackie Robinson Consolidated,CARETAKER HA,12,9,241,JACKIE ROBINSON CONSOLIDATED,CARETAKER HA,10.0,CTJ
638,Jackie Robinson Consolidated,CARETAKER HA_G,1,1,241,JACKIE ROBINSON CONSOLIDATED,CARETAKER HA_G,13.0,CTG
639,Jackie Robinson Consolidated,CARETAKER HA_X,1,3,241,JACKIE ROBINSON CONSOLIDATED,CARETAKER HA_X,12.0,CTX
640,Jackie Robinson Consolidated,CLERICAL ASO,1,0,241,JACKIE ROBINSON CONSOLIDATED,CLERICAL ASO,3.0,SEC
641,Jackie Robinson Consolidated,HSG AST,2,2,241,JACKIE ROBINSON CONSOLIDATED,HSG AST,4.0,HA
642,Jackie Robinson Consolidated,HSG MGR,1,1,241,JACKIE ROBINSON CONSOLIDATED,HSG MGR,1.0,PM
643,Jackie Robinson Consolidated,MAINT WORKER,3,3,241,JACKIE ROBINSON CONSOLIDATED,MAINT WORKER,9.0,MW
644,Jackie Robinson Consolidated,RES BLDG SUPT,1,1,241,JACKIE ROBINSON CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
645,Jackie Robinson Consolidated,SECY,2,2,241,JACKIE ROBINSON CONSOLIDATED,SECY,3.0,SEC
646,Jackie Robinson Consolidated,SUPV HSG CRTKR,1,1,241,JACKIE ROBINSON CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
647,Jackie Robinson Consolidated,SUPV HSG GDKPR,1,1,241,JACKIE ROBINSON CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
648,Jefferson Consolidated,AST HSG MGR,1,1,064,JEFFERSON CONSOLIDATED,AST HSG MGR,2.0,APM
649,Jefferson Consolidated,AST RES BLDG SP,2,2,064,JEFFERSON CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
650,Jefferson Consolidated,CARETAKER HA,26,24,064,JEFFERSON CONSOLIDATED,CARETAKER HA,10.0,CTJ
651,Jefferson Consolidated,CARETAKER HA_X,6,6,064,JEFFERSON CONSOLIDATED,CARETAKER HA_X,12.0,CTX
652,Jefferson Consolidated,HSG AST,4,4,064,JEFFERSON CONSOLIDATED,HSG AST,4.0,HA
653,Jefferson Consolidated,HSG MGR,0,1,064,JEFFERSON CONSOLIDATED,HSG MGR,1.0,PM
654,Jefferson Consolidated,MAINT WORKER,8,8,064,JEFFERSON CONSOLIDATED,MAINT WORKER,9.0,MW
655,Jefferson Consolidated,RES BLDG SUPT,1,1,064,JEFFERSON CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
656,Jefferson Consolidated,SECY,1,2,064,JEFFERSON CONSOLIDATED,SECY,3.0,SEC
657,Jefferson Consolidated,SUPV HSG CRTKR,2,2,064,JEFFERSON CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
658,Jefferson Consolidated,SUPV HSG GDKPR,1,1,064,JEFFERSON CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
659,Johnson,AST HSG MGR,1,1,017,JOHNSON,AST HSG MGR,2.0,APM
660,Johnson,AST RES BLDG SP,1,1,017,JOHNSON,AST RES BLDG SP,6.0,ASUPER
661,Johnson,CARETAKER HA,19,18,017,JOHNSON,CARETAKER HA,10.0,CTJ
662,Johnson,CARETAKER HA_G,1,1,017,JOHNSON,CARETAKER HA_G,13.0,CTG
663,Johnson,CARETAKER HA_X,4,4,017,JOHNSON,CARETAKER HA_X,12.0,CTX
664,Johnson,HSG AST,3,3,017,JOHNSON,HSG AST,4.0,HA
665,Johnson,HSG MGR,1,1,017,JOHNSON,HSG MGR,1.0,PM
666,Johnson,MAINT WORKER,5,5,017,JOHNSON,MAINT WORKER,9.0,MW
667,Johnson,RES BLDG SUPT,1,1,017,JOHNSON,RES BLDG SUPT,5.0,SUPER
668,Johnson,SECY,2,2,017,JOHNSON,SECY,3.0,SEC
669,Johnson,SUPV HSG CRTKR,0,1,017,JOHNSON,SUPV HSG CRTKR,7.0,SOC
670,Johnson,SUPV HSG GDKPR,1,1,017,JOHNSON,SUPV HSG GDKPR,8.0,SOG
671,Justice Sonia Sotomayor  Consolidated,AST HSG MGR,1,1,067,SOTOMAYOR HOUSES CONSOLIDATED,AST HSG MGR,2.0,APM
672,Justice Sonia Sotomayor  Consolidated,AST RES BLDG SP,1,2,067,SOTOMAYOR HOUSES CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
673,Justice Sonia Sotomayor  Consolidated,CARETAKER HA,19,22,067,SOTOMAYOR HOUSES CONSOLIDATED,CARETAKER HA,10.0,CTJ
674,Justice Sonia Sotomayor  Consolidated,CARETAKER HA_G,2,3,067,SOTOMAYOR HOUSES CONSOLIDATED,CARETAKER HA_G,13.0,CTG
675,Justice Sonia Sotomayor  Consolidated,CARETAKER HA_X,4,4,067,SOTOMAYOR HOUSES CONSOLIDATED,CARETAKER HA_X,12.0,CTX
676,Justice Sonia Sotomayor  Consolidated,CHIEF CARETAKER,1,1,067,SOTOMAYOR HOUSES CONSOLIDATED,CHIEF CARETAKER,12.0,CTX
677,Justice Sonia Sotomayor  Consolidated,CLERICAL ASO,1,1,067,SOTOMAYOR HOUSES CONSOLIDATED,CLERICAL ASO,3.0,SEC
678,Justice Sonia Sotomayor  Consolidated,HSG AST,4,4,067,SOTOMAYOR HOUSES CONSOLIDATED,HSG AST,4.0,HA
679,Justice Sonia Sotomayor  Consolidated,HSG MGR,1,1,067,SOTOMAYOR HOUSES CONSOLIDATED,HSG MGR,1.0,PM
680,Justice Sonia Sotomayor  Consolidated,MAINT WORKER,8,8,067,SOTOMAYOR HOUSES CONSOLIDATED,MAINT WORKER,9.0,MW
681,Justice Sonia Sotomayor  Consolidated,RES BLDG SUPT,1,1,067,SOTOMAYOR HOUSES CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
682,Justice Sonia Sotomayor  Consolidated,SECY,1,1,067,SOTOMAYOR HOUSES CONSOLIDATED,SECY,3.0,SEC
683,Justice Sonia Sotomayor  Consolidated,SUPV HSG CRTKR,2,2,067,SOTOMAYOR HOUSES CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
684,Justice Sonia Sotomayor  Consolidated,SUPV HSG GDKPR,1,1,067,SOTOMAYOR HOUSES CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
685,Kings Tower Consolidated,AST HSG MGR,1,1,030,KING TOWERS CONSOLIDATED,AST HSG MGR,2.0,APM
686,Kings Tower Consolidated,AST RES BLDG SP,2,2,030,KING TOWERS CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
687,Kings Tower Consolidated,CARETAKER HA,20,20,030,KING TOWERS CONSOLIDATED,CARETAKER HA,10.0,CTJ
688,Kings Tower Consolidated,CARETAKER HA_G,0,1,030,KING TOWERS CONSOLIDATED,CARETAKER HA_G,13.0,CTG
689,Kings Tower Consolidated,CARETAKER HA_X,3,5,030,KING TOWERS CONSOLIDATED,CARETAKER HA_X,12.0,CTX
690,Kings Tower Consolidated,HSG AST,4,4,030,KING TOWERS CONSOLIDATED,HSG AST,4.0,HA
691,Kings Tower Consolidated,HSG MGR,1,1,030,KING TOWERS CONSOLIDATED,HSG MGR,1.0,PM
692,Kings Tower Consolidated,MAINT WORKER,7,7,030,KING TOWERS CONSOLIDATED,MAINT WORKER,9.0,MW
693,Kings Tower Consolidated,RES BLDG SUPT,1,1,030,KING TOWERS CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
694,Kings Tower Consolidated,SECY,3,2,030,KING TOWERS CONSOLIDATED,SECY,3.0,SEC
695,Kings Tower Consolidated,SUPV HSG CRTKR,1,1,030,KING TOWERS CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
696,Kings Tower Consolidated,SUPV HSG GDKPR,1,1,030,KING TOWERS CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
697,Kingsborough Consolidated,AST HSG MGR,1,1,010,KINGSBOROUGH CONSOLIDATED,AST HSG MGR,2.0,APM
698,Kingsborough Consolidated,AST RES BLDG SP,1,1,010,KINGSBOROUGH CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
699,Kingsborough Consolidated,CARETAKER HA,20,20,010,KINGSBOROUGH CONSOLIDATED,CARETAKER HA,10.0,CTJ
700,Kingsborough Consolidated,CARETAKER HA_G,1,1,010,KINGSBOROUGH CONSOLIDATED,CARETAKER HA_G,13.0,CTG
701,Kingsborough Consolidated,CARETAKER HA_X,6,4,010,KINGSBOROUGH CONSOLIDATED,CARETAKER HA_X,12.0,CTX
702,Kingsborough Consolidated,CLERICAL ASO,1,0,010,KINGSBOROUGH CONSOLIDATED,CLERICAL ASO,3.0,SEC
703,Kingsborough Consolidated,HSG AST,3,3,010,KINGSBOROUGH CONSOLIDATED,HSG AST,4.0,HA
704,Kingsborough Consolidated,HSG MGR,1,1,010,KINGSBOROUGH CONSOLIDATED,HSG MGR,1.0,PM
705,Kingsborough Consolidated,MAINT WORKER,4,5,010,KINGSBOROUGH CONSOLIDATED,MAINT WORKER,9.0,MW
706,Kingsborough Consolidated,RES BLDG SUPT,1,1,010,KINGSBOROUGH CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
707,Kingsborough Consolidated,SECY,1,2,010,KINGSBOROUGH CONSOLIDATED,SECY,3.0,SEC
708,Kingsborough Consolidated,SUPV HSG CRTKR,1,1,010,KINGSBOROUGH CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
709,Kingsborough Consolidated,SUPV HSG GDKPR,1,1,010,KINGSBOROUGH CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
710,La Guardia Consolidated,ADM MGR-NM,1,0,076,LA GUARDIA CONSOLIDATED,ADM MGR-NM,1.0,PM
711,La Guardia Consolidated,AST HSG MGR,1,1,076,LA GUARDIA CONSOLIDATED,AST HSG MGR,2.0,APM
712,La Guardia Consolidated,AST RES BLDG SP,1,1,076,LA GUARDIA CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
713,La Guardia Consolidated,CARETAKER HA,23,21,076,LA GUARDIA CONSOLIDATED,CARETAKER HA,10.0,CTJ
714,La Guardia Consolidated,CARETAKER HA_G,1,1,076,LA GUARDIA CONSOLIDATED,CARETAKER HA_G,13.0,CTG
715,La Guardia Consolidated,CARETAKER HA_X,5,4,076,LA GUARDIA CONSOLIDATED,CARETAKER HA_X,12.0,CTX
716,La Guardia Consolidated,HSG AST,4,4,076,LA GUARDIA CONSOLIDATED,HSG AST,4.0,HA
717,La Guardia Consolidated,HSG MGR,0,1,076,LA GUARDIA CONSOLIDATED,HSG MGR,1.0,PM
718,La Guardia Consolidated,MAINT WORKER,6,6,076,LA GUARDIA CONSOLIDATED,MAINT WORKER,9.0,MW
719,La Guardia Consolidated,RES BLDG SUPT,1,1,076,LA GUARDIA CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
720,La Guardia Consolidated,SECY,2,2,076,LA GUARDIA CONSOLIDATED,SECY,3.0,SEC
721,La Guardia Consolidated,SUPV HSG CRTKR,1,1,076,LA GUARDIA CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
722,La Guardia Consolidated,SUPV HSG GDKPR,1,1,076,LA GUARDIA CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
723,Lafayette,AST RES BLDG SP,1,1,122,LAFAYETTE,AST RES BLDG SP,6.0,ASUPER
724,Lafayette,CARETAKER HA,14,13,122,LAFAYETTE,CARETAKER HA,10.0,CTJ
725,Lafayette,CARETAKER HA_G,1,1,122,LAFAYETTE,CARETAKER HA_G,13.0,CTG
726,Lafayette,CARETAKER HA_X,3,3,122,LAFAYETTE,CARETAKER HA_X,12.0,CTX
727,Lafayette,HSG AST,2,2,122,LAFAYETTE,HSG AST,4.0,HA
728,Lafayette,HSG MGR,1,1,122,LAFAYETTE,HSG MGR,1.0,PM
729,Lafayette,MAINT WORKER,4,4,122,LAFAYETTE,MAINT WORKER,9.0,MW
