,CONS,ROLE,ACTUAL,BUDGETED,CONS_TDS,CONS_NAME,TITLE_NAME,CODE_KEY,CODE_NAME
1446,Taylor / Wythe Consolidation,HSG AST,2,2,234,TAYLOR -WYTHE  CONSOLIDATED,HSG AST,4.0,HA
1447,Taylor / Wythe Consolidation,HSG MGR,1,1,234,TAYLOR -WYTHE  CONSOLIDATED,HSG MGR,1.0,PM
1448,Taylor / Wythe Consolidation,MAINT WORKER,3,2,234,TAYLOR -WYTHE  CONSOLIDATED,MAINT WORKER,9.0,MW
1449,Taylor / Wythe Consolidation,RES BLDG SUPT,1,1,234,TAYLOR -WYTHE  CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1450,Taylor / Wythe Consolidation,SECY,2,2,234,TAYLOR -WYTHE  CONSOLIDATED,SECY,3.0,SEC
1451,Taylor / Wythe Consolidation,SUPV HSG CRTKR,1,1,234,TAYLOR -WYTHE  CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1452,Taylor / Wythe Consolidation,SUPV HSG GDKPR,1,1,234,TAYLOR -WYTHE  CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1453,Throggs Neck Consolidated,AST HSG MGR,1,1,063,THROGGS NECK CONSOLIDATED,AST HSG MGR,2.0,APM
1454,Throggs Neck Consolidated,AST RES BLDG SP,2,2,063,THROGGS NECK CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1455,Throggs Neck Consolidated,CARETAKER HA,25,24,063,THROGGS NECK CONSOLIDATED,CARETAKER HA,10.0,CTJ
1456,Throggs Neck Consolidated,CARETAKER HA_G,2,2,063,THROGGS NECK CONSOLIDATED,CARETAKER HA_G,13.0,CTG
1457,Throggs Neck Consolidated,CARETAKER HA_X,6,6,063,THROGGS NECK CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1458,Throggs Neck Consolidated,HSG AST,3,4,063,THROGGS NECK CONSOLIDATED,HSG AST,4.0,HA
1459,Throggs Neck Consolidated,HSG MGR,1,1,063,THROGGS NECK CONSOLIDATED,HSG MGR,1.0,PM
1460,Throggs Neck Consolidated,MAINT WORKER,9,8,063,THROGGS NECK CONSOLIDATED,MAINT WORKER,9.0,MW
1461,Throggs Neck Consolidated,RES BLDG SUPT,1,1,063,THROGGS NECK CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1462,Throggs Neck Consolidated,SECY,0,2,063,THROGGS NECK CONSOLIDATED,SECY,3.0,SEC
1463,Throggs Neck Consolidated,SUPV HSG CRTKR,2,2,063,THROGGS NECK CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1464,Throggs Neck Consolidated,SUPV HSG GDKPR,0,1,063,THROGGS NECK CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1465,Tilden,AST RES BLDG SP,1,1,096,TILDEN,AST RES BLDG SP,6.0,ASUPER
1466,Tilden,CARETAKER HA,13,14,096,TILDEN,CARETAKER HA,10.0,CTJ
1467,Tilden,CARETAKER HA_G,1,0,096,TILDEN,CARETAKER HA_G,13.0,CTG
1468,Tilden,CARETAKER HA_X,3,5,096,TILDEN,CARETAKER HA_X,12.0,CTX
1469,Tilden,HSG AST,2,2,096,TILDEN,HSG AST,4.0,HA
1470,Tilden,HSG MGR,1,1,096,TILDEN,HSG MGR,1.0,PM
1471,Tilden,MAINT WORKER,4,4,096,TILDEN,MAINT WORKER,9.0,MW
1472,Tilden,RES BLDG SUPT,1,1,096,TILDEN,RES BLDG SUPT,5.0,SUPER
1473,Tilden,SECY,2,2,096,TILDEN,SECY,3.0,SEC
1474,Tilden,SUPV HSG CRTKR,1,1,096,TILDEN,SUPV HSG CRTKR,7.0,SOC
1475,Tilden,SUPV HSG GDKPR,1,1,096,TILDEN,SUPV HSG GDKPR,8.0,SOG
1476,Todt Hill,AST RES BLDG SP,1,1,042,TODT HILL,AST RES BLDG SP,6.0,ASUPER
1477,Todt Hill,CARETAKER HA,14,9,042,TODT HILL,CARETAKER HA,10.0,CTJ
1478,Todt Hill,CARETAKER HA_G,1,1,042,TODT HILL,CARETAKER HA_G,13.0,CTG
1479,Todt Hill,CARETAKER HA_X,3,3,042,TODT HILL,CARETAKER HA_X,12.0,CTX
1480,Todt Hill,CLERICAL ASO,1,1,042,TODT HILL,CLERICAL ASO,3.0,SEC
1481,Todt Hill,HSG AST,2,2,042,TODT HILL,HSG AST,4.0,HA
1482,Todt Hill,HSG MGR,1,1,042,TODT HILL,HSG MGR,1.0,PM
1483,Todt Hill,MAINT WORKER,2,2,042,TODT HILL,MAINT WORKER,9.0,MW
1484,Todt Hill,RES BLDG SUPT,1,1,042,TODT HILL,RES BLDG SUPT,5.0,SUPER
1485,Todt Hill,SECY,1,1,042,TODT HILL,SECY,3.0,SEC
1486,Todt Hill,SUPV HSG CRTKR,1,1,042,TODT HILL,SUPV HSG CRTKR,7.0,SOC
1487,Todt Hill,SUPV HSG GDKPR,1,1,042,TODT HILL,SUPV HSG GDKPR,8.0,SOG
1488,Tompkins Consolidated,AST HSG MGR,0,1,131,TOMPKINS CONSOLIDATED,AST HSG MGR,2.0,APM
1489,Tompkins Consolidated,AST RES BLDG SP,1,1,131,TOMPKINS CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1490,Tompkins Consolidated,CARETAKER HA,19,14,131,TOMPKINS CONSOLIDATED,CARETAKER HA,10.0,CTJ
1491,Tompkins Consolidated,CARETAKER HA_G,1,1,131,TOMPKINS CONSOLIDATED,CARETAKER HA_G,13.0,CTG
1492,Tompkins Consolidated,CARETAKER HA_X,3,4,131,TOMPKINS CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1493,Tompkins Consolidated,HSG AST,2,3,131,TOMPKINS CONSOLIDATED,HSG AST,4.0,HA
1494,Tompkins Consolidated,HSG MGR,1,1,131,TOMPKINS CONSOLIDATED,HSG MGR,1.0,PM
1495,Tompkins Consolidated,MAINT WORKER,5,5,131,TOMPKINS CONSOLIDATED,MAINT WORKER,9.0,MW
1496,Tompkins Consolidated,RES BLDG SUPT,1,1,131,TOMPKINS CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1497,Tompkins Consolidated,SECY,2,2,131,TOMPKINS CONSOLIDATED,SECY,3.0,SEC
1498,Tompkins Consolidated,SUPV HSG CRTKR,1,1,131,TOMPKINS CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1499,Tompkins Consolidated,SUPV HSG GDKPR,1,1,131,TOMPKINS CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1500,Union Ave Consolidated,AST RES BLDG SP,1,1,342,UNION AVENUE CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1501,Union Ave Consolidated,CARETAKER HA,12,11,342,UNION AVENUE CONSOLIDATED,CARETAKER HA,10.0,CTJ
1502,Union Ave Consolidated,CARETAKER HA_G,1,1,342,UNION AVENUE CONSOLIDATED,CARETAKER HA_G,13.0,CTG
1503,Union Ave Consolidated,CARETAKER HA_X,2,3,342,UNION AVENUE CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1504,Union Ave Consolidated,CHIEF CARETAKER,5,6,342,UNION AVENUE CONSOLIDATED,CHIEF CARETAKER,12.0,CTX
1505,Union Ave Consolidated,HSG AST,2,2,342,UNION AVENUE CONSOLIDATED,HSG AST,4.0,HA
1506,Union Ave Consolidated,HSG MGR,1,1,342,UNION AVENUE CONSOLIDATED,HSG MGR,1.0,PM
1507,Union Ave Consolidated,MAINT WORKER,4,4,342,UNION AVENUE CONSOLIDATED,MAINT WORKER,9.0,MW
1508,Union Ave Consolidated,RES BLDG SUPT,1,1,342,UNION AVENUE CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1509,Union Ave Consolidated,SECY,1,2,342,UNION AVENUE CONSOLIDATED,SECY,3.0,SEC
1510,Union Ave Consolidated,SUPV HSG CRTKR,1,1,342,UNION AVENUE CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1511,Union Ave Consolidated,SUPV HSG GDKPR,1,1,342,UNION AVENUE CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1512,Unity Plaza Consolidated,AST HSG MGR,1,1,261,UNITY PLAZA CONSOLIDATED,AST HSG MGR,2.0,APM
1513,Unity Plaza Consolidated,AST RES BLDG SP,1,1,261,UNITY PLAZA CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1514,Unity Plaza Consolidated,CARETAKER HA,17,15,261,UNITY PLAZA CONSOLIDATED,CARETAKER HA,10.0,CTJ
1515,Unity Plaza Consolidated,CARETAKER HA_G,1,1,261,UNITY PLAZA CONSOLIDATED,CARETAKER HA_G,13.0,CTG
1516,Unity Plaza Consolidated,CARETAKER HA_X,2,3,261,UNITY PLAZA CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1517,Unity Plaza Consolidated,CLERICAL ASO,0,1,261,UNITY PLAZA CONSOLIDATED,CLERICAL ASO,3.0,SEC
1518,Unity Plaza Consolidated,HSG AST,3,3,261,UNITY PLAZA CONSOLIDATED,HSG AST,4.0,HA
1519,Unity Plaza Consolidated,HSG MGR,1,1,261,UNITY PLAZA CONSOLIDATED,HSG MGR,1.0,PM
1520,Unity Plaza Consolidated,MAINT WORKER,5,4,261,UNITY PLAZA CONSOLIDATED,MAINT WORKER,9.0,MW
1521,Unity Plaza Consolidated,RES BLDG SUPT,1,1,261,UNITY PLAZA CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1522,Unity Plaza Consolidated,SECY,1,1,261,UNITY PLAZA CONSOLIDATED,SECY,3.0,SEC
1523,Unity Plaza Consolidated,SUPV HSG CRTKR,1,1,261,UNITY PLAZA CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1524,Unity Plaza Consolidated,SUPV HSG GDKPR,1,1,261,UNITY PLAZA CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1525,Van Dyke I,AST HSG MGR,1,1,061,VAN DYKE I,AST HSG MGR,2.0,APM
1526,Van Dyke I,AST RES BLDG SP,2,2,061,VAN DYKE I,AST RES BLDG SP,6.0,ASUPER
1527,Van Dyke I,CARETAKER HA,21,23,061,VAN DYKE I,CARETAKER HA,10.0,CTJ
1528,Van Dyke I,CARETAKER HA_G,4,3,061,VAN DYKE I,CARETAKER HA_G,13.0,CTG
1529,Van Dyke I,CARETAKER HA_X,2,3,061,VAN DYKE I,CARETAKER HA_X,12.0,CTX
1530,Van Dyke I,CITY ATTENDANT,1,1,061,VAN DYKE I,CITY ATTENDANT,3.0,SEC
1531,Van Dyke I,HSG AST,5,4,061,VAN DYKE I,HSG AST,4.0,HA
1532,Van Dyke I,HSG MGR,1,1,061,VAN DYKE I,HSG MGR,1.0,PM
1533,Van Dyke I,MAINT WORKER,7,7,061,VAN DYKE I,MAINT WORKER,9.0,MW
1534,Van Dyke I,RES BLDG SUPT,1,1,061,VAN DYKE I,RES BLDG SUPT,5.0,SUPER
1535,Van Dyke I,SECY,1,2,061,VAN DYKE I,SECY,3.0,SEC
1536,Van Dyke I,SUPV HSG CRTKR,2,2,061,VAN DYKE I,SUPV HSG CRTKR,7.0,SOC
1537,Van Dyke I,SUPV HSG GDKPR,1,1,061,VAN DYKE I,SUPV HSG GDKPR,8.0,SOG
1538,Vladeck Consolidated,AST HSG MGR,1,1,006,VLADECK CONSOLIDATED,AST HSG MGR,2.0,APM
1539,Vladeck Consolidated,AST RES BLDG SP,2,2,006,VLADECK CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1540,Vladeck Consolidated,CARETAKER HA,23,25,006,VLADECK CONSOLIDATED,CARETAKER HA,10.0,CTJ
1541,Vladeck Consolidated,CARETAKER HA_X,8,6,006,VLADECK CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1542,Vladeck Consolidated,CLERICAL ASO,2,0,006,VLADECK CONSOLIDATED,CLERICAL ASO,3.0,SEC
1543,Vladeck Consolidated,HSG AST,4,4,006,VLADECK CONSOLIDATED,HSG AST,4.0,HA
1544,Vladeck Consolidated,HSG MGR,1,1,006,VLADECK CONSOLIDATED,HSG MGR,1.0,PM
1545,Vladeck Consolidated,MAINT WORKER,7,7,006,VLADECK CONSOLIDATED,MAINT WORKER,9.0,MW
1546,Vladeck Consolidated,RES BLDG SUPT,1,1,006,VLADECK CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1547,Vladeck Consolidated,SECY,0,2,006,VLADECK CONSOLIDATED,SECY,3.0,SEC
1548,Vladeck Consolidated,SUPV HSG CRTKR,1,1,006,VLADECK CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1549,Vladeck Consolidated,SUPV HSG GDKPR,1,1,006,VLADECK CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1550,Wagner Consolidated,AST HSG MGR,2,2,074,WAGNER CONSOLIDATED,AST HSG MGR,2.0,APM
1551,Wagner Consolidated,AST RES BLDG SP,1,2,074,WAGNER CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1552,Wagner Consolidated,CARETAKER HA,34,32,074,WAGNER CONSOLIDATED,CARETAKER HA,10.0,CTJ
1553,Wagner Consolidated,CARETAKER HA_G,2,2,074,WAGNER CONSOLIDATED,CARETAKER HA_G,13.0,CTG
1554,Wagner Consolidated,CARETAKER HA_X,4,4,074,WAGNER CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1555,Wagner Consolidated,HSG AST,5,5,074,WAGNER CONSOLIDATED,HSG AST,4.0,HA
1556,Wagner Consolidated,HSG MGR,1,1,074,WAGNER CONSOLIDATED,HSG MGR,1.0,PM
1557,Wagner Consolidated,MAINT WORKER,7,9,074,WAGNER CONSOLIDATED,MAINT WORKER,9.0,MW
1558,Wagner Consolidated,RES BLDG SUPT,1,1,074,WAGNER CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1559,Wagner Consolidated,SECY,1,3,074,WAGNER CONSOLIDATED,SECY,3.0,SEC
1560,Wagner Consolidated,SUPV HSG CRTKR,2,2,074,WAGNER CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1561,Wagner Consolidated,SUPV HSG GDKPR,1,1,074,WAGNER CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1562,Wald,AST HSG MGR,2,2,023,WALD,AST HSG MGR,2.0,APM
1563,Wald,AST RES BLDG SP,2,2,023,WALD,AST RES BLDG SP,6.0,ASUPER
1564,Wald,CARETAKER HA,28,27,023,WALD,CARETAKER HA,10.0,CTJ
1565,Wald,CARETAKER HA_G,2,2,023,WALD,CARETAKER HA_G,13.0,CTG
1566,Wald,CARETAKER HA_X,3,3,023,WALD,CARETAKER HA_X,12.0,CTX
1567,Wald,HSG AST,5,5,023,WALD,HSG AST,4.0,HA
1568,Wald,HSG MGR,1,1,023,WALD,HSG MGR,1.0,PM
1569,Wald,MAINT WORKER,7,7,023,WALD,MAINT WORKER,9.0,MW
1570,Wald,RES BLDG SUPT,1,1,023,WALD,RES BLDG SUPT,5.0,SUPER
1571,Wald,SECY,2,2,023,WALD,SECY,3.0,SEC
1572,Wald,SUPV HSG CRTKR,2,2,023,WALD,SUPV HSG CRTKR,7.0,SOC
1573,Wald,SUPV HSG GDKPR,1,1,023,WALD,SUPV HSG GDKPR,8.0,SOG
1574,Washington Consolidated,AST HSG MGR,2,2,062,WASHINGTON CONSOLIDATED,AST HSG MGR,2.0,APM
1575,Washington Consolidated,AST RES BLDG SP,2,2,062,WASHINGTON CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1576,Washington Consolidated,CARETAKER HA,24,29,062,WASHINGTON CONSOLIDATED,CARETAKER HA,10.0,CTJ
1577,Washington Consolidated,CARETAKER HA_G,1,2,062,WASHINGTON CONSOLIDATED,CARETAKER HA_G,13.0,CTG
1578,Washington Consolidated,CARETAKER HA_X,3,4,062,WASHINGTON CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1579,Washington Consolidated,HSG AST,5,5,062,WASHINGTON CONSOLIDATED,HSG AST,4.0,HA
1580,Washington Consolidated,HSG MGR,1,1,062,WASHINGTON CONSOLIDATED,HSG MGR,1.0,PM
1581,Washington Consolidated,MAINT WORKER,7,8,062,WASHINGTON CONSOLIDATED,MAINT WORKER,9.0,MW
1582,Washington Consolidated,RES BLDG SUPT,1,1,062,WASHINGTON CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1583,Washington Consolidated,SECY,2,2,062,WASHINGTON CONSOLIDATED,SECY,3.0,SEC
1584,Washington Consolidated,SUPV HSG CRTKR,2,2,062,WASHINGTON CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1585,Washington Consolidated,SUPV HSG GDKPR,1,1,062,WASHINGTON CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1586,Webster Consolidated,AST RES BLDG SP,0,1,141,WEBSTER CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1587,Webster Consolidated,CARETAKER HA,12,11,141,WEBSTER CONSOLIDATED,CARETAKER HA,10.0,CTJ
1588,Webster Consolidated,CARETAKER HA_G,1,1,141,WEBSTER CONSOLIDATED,CARETAKER HA_G,13.0,CTG
1589,Webster Consolidated,CARETAKER HA_X,4,4,141,WEBSTER CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1590,Webster Consolidated,HSG AST,2,2,141,WEBSTER CONSOLIDATED,HSG AST,4.0,HA
1591,Webster Consolidated,HSG MGR,1,1,141,WEBSTER CONSOLIDATED,HSG MGR,1.0,PM
1592,Webster Consolidated,MAINT WORKER,4,4,141,WEBSTER CONSOLIDATED,MAINT WORKER,9.0,MW
1593,Webster Consolidated,RES BLDG SUPT,1,1,141,WEBSTER CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1594,Webster Consolidated,SECY,2,2,141,WEBSTER CONSOLIDATED,SECY,3.0,SEC
1595,Webster Consolidated,SUPV HSG CRTKR,1,1,141,WEBSTER CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1596,Webster Consolidated,SUPV HSG GDKPR,1,1,141,WEBSTER CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1597,West Brighton Consolidated,AST RES BLDG SP,1,1,116,WEST BRIGHTON CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1598,West Brighton Consolidated,CARETAKER HA,9,8,116,WEST BRIGHTON CONSOLIDATED,CARETAKER HA,10.0,CTJ
1599,West Brighton Consolidated,CARETAKER HA_G,1,1,116,WEST BRIGHTON CONSOLIDATED,CARETAKER HA_G,13.0,CTG
1600,West Brighton Consolidated,CARETAKER HA_X,4,4,116,WEST BRIGHTON CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1601,West Brighton Consolidated,HSG AST,2,2,116,WEST BRIGHTON CONSOLIDATED,HSG AST,4.0,HA
1602,West Brighton Consolidated,HSG MGR,0,1,116,WEST BRIGHTON CONSOLIDATED,HSG MGR,1.0,PM
1603,West Brighton Consolidated,MAINT WORKER,3,3,116,WEST BRIGHTON CONSOLIDATED,MAINT WORKER,9.0,MW
1604,West Brighton Consolidated,RES BLDG SUPT,1,1,116,WEST BRIGHTON CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1605,West Brighton Consolidated,SECY,1,2,116,WEST BRIGHTON CONSOLIDATED,SECY,3.0,SEC
1606,West Brighton Consolidated,SUPV HSG CRTKR,1,1,116,WEST BRIGHTON CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1607,West Brighton Consolidated,SUPV HSG GDKPR,1,1,116,WEST BRIGHTON CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1608,Whitman,AST HSG MGR,1,1,514,WHITMAN,AST HSG MGR,2.0,APM
1609,Whitman,AST RES BLDG SP,2,2,514,WHITMAN,AST RES BLDG SP,6.0,ASUPER
1610,Whitman,CARETAKER HA,26,24,514,WHITMAN,CARETAKER HA,10.0,CTJ
1611,Whitman,CARETAKER HA_X,5,5,514,WHITMAN,CARETAKER HA_X,12.0,CTX
1612,Whitman,CITY ATTENDANT,1,1,514,WHITMAN,CITY ATTENDANT,3.0,SEC
1613,Whitman,CLERICAL ASO,1,1,514,WHITMAN,CLERICAL ASO,3.0,SEC
1614,Whitman,HSG AST,3,4,514,WHITMAN,HSG AST,4.0,HA
1615,Whitman,HSG MGR,1,1,514,WHITMAN,HSG MGR,1.0,PM
1616,Whitman,MAINT WORKER,7,7,514,WHITMAN,MAINT WORKER,9.0,MW
1617,Whitman,RES BLDG SUPT,1,1,514,WHITMAN,RES BLDG SUPT,5.0,SUPER
1618,Whitman,SUPV HSG CRTKR,2,2,514,WHITMAN,SUPV HSG CRTKR,7.0,SOC
1619,Whitman,SUPV HSG GDKPR,1,1,514,WHITMAN,SUPV HSG GDKPR,8.0,SOG
1620,Williamsburg,AST HSG MGR,1,1,002,WILLIAMSBURG,AST HSG MGR,2.0,APM
1621,Williamsburg,AST RES BLDG SP,2,2,002,WILLIAMSBURG,AST RES BLDG SP,6.0,ASUPER
1622,Williamsburg,CARETAKER HA,24,22,002,WILLIAMSBURG,CARETAKER HA,10.0,CTJ
1623,Williamsburg,CARETAKER HA_G,1,2,002,WILLIAMSBURG,CARETAKER HA_G,13.0,CTG
1624,Williamsburg,CARETAKER HA_X,4,6,002,WILLIAMSBURG,CARETAKER HA_X,12.0,CTX
1625,Williamsburg,HSG AST,4,4,002,WILLIAMSBURG,HSG AST,4.0,HA
1626,Williamsburg,HSG MGR,1,1,002,WILLIAMSBURG,HSG MGR,1.0,PM
1627,Williamsburg,MAINT WORKER,6,7,002,WILLIAMSBURG,MAINT WORKER,9.0,MW
1628,Williamsburg,RES BLDG SUPT,1,1,002,WILLIAMSBURG,RES BLDG SUPT,5.0,SUPER
1629,Williamsburg,SECY,2,2,002,WILLIAMSBURG,SECY,3.0,SEC
1630,Williamsburg,SUPV HSG CRTKR,2,2,002,WILLIAMSBURG,SUPV HSG CRTKR,7.0,SOC
1631,Williamsburg,SUPV HSG GDKPR,1,1,002,WILLIAMSBURG,SUPV HSG GDKPR,8.0,SOG
1632,Wilson Consolidated,AST RES BLDG SP,1,1,112,WILSON,AST RES BLDG SP,6.0,ASUPER
1633,Wilson Consolidated,CARETAKER HA,11,11,112,WILSON,CARETAKER HA,10.0,CTJ
1634,Wilson Consolidated,CARETAKER HA_G,1,1,112,WILSON,CARETAKER HA_G,13.0,CTG
1635,Wilson Consolidated,CARETAKER HA_X,4,5,112,WILSON,CARETAKER HA_X,12.0,CTX
1636,Wilson Consolidated,HSG AST,2,2,112,WILSON,HSG AST,4.0,HA
1637,Wilson Consolidated,HSG MGR,1,1,112,WILSON,HSG MGR,1.0,PM
1638,Wilson Consolidated,MAINT WORKER,3,4,112,WILSON,MAINT WORKER,9.0,MW
1639,Wilson Consolidated,RES BLDG SUPT,1,1,112,WILSON,RES BLDG SUPT,5.0,SUPER
1640,Wilson Consolidated,SECY,1,2,112,WILSON,SECY,3.0,SEC
1641,Wilson Consolidated,SUPV HSG CRTKR,1,1,112,WILSON,SUPV HSG CRTKR,7.0,SOC
1642,Wilson Consolidated,SUPV HSG GDKPR,1,1,112,WILSON,SUPV HSG GDKPR,8.0,SOG
1643,Wise Towers Consolidated,AST HSG MGR,0,1,127,WISE TOWERS CONSOLIDATED,AST HSG MGR,2.0,APM
1644,Wise Towers Consolidated,AST RES BLDG SP,1,2,127,WISE TOWERS CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1645,Wise Towers Consolidated,CARETAKER HA,19,20,127,WISE TOWERS CONSOLIDATED,CARETAKER HA,10.0,CTJ
1646,Wise Towers Consolidated,CARETAKER HA_G,1,1,127,WISE TOWERS CONSOLIDATED,CARETAKER HA_G,13.0,CTG
1647,Wise Towers Consolidated,CARETAKER HA_X,4,4,127,WISE TOWERS CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1648,Wise Towers Consolidated,HSG AST,3,3,127,WISE TOWERS CONSOLIDATED,HSG AST,4.0,HA
1649,Wise Towers Consolidated,HSG MGR,1,1,127,WISE TOWERS CONSOLIDATED,HSG MGR,1.0,PM
1650,Wise Towers Consolidated,MAINT WORKER,4,6,127,WISE TOWERS CONSOLIDATED,MAINT WORKER,9.0,MW
1651,Wise Towers Consolidated,RES BLDG SUPT,1,1,127,WISE TOWERS CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1652,Wise Towers Consolidated,SECY,2,2,127,WISE TOWERS CONSOLIDATED,SECY,3.0,SEC
1653,Wise Towers Consolidated,SUPV HSG CRTKR,1,1,127,WISE TOWERS CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1654,Wise Towers Consolidated,SUPV HSG GDKPR,1,1,127,WISE TOWERS CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1655,Woodside,AST HSG MGR,1,1,033,WOODSIDE,AST HSG MGR,2.0,APM
1656,Woodside,AST RES BLDG SP,2,2,033,WOODSIDE,AST RES BLDG SP,6.0,ASUPER
1657,Woodside,CARETAKER HA,22,19,033,WOODSIDE,CARETAKER HA,10.0,CTJ
1658,Woodside,CARETAKER HA_G,1,1,033,WOODSIDE,CARETAKER HA_G,13.0,CTG
1659,Woodside,CARETAKER HA_X,5,6,033,WOODSIDE,CARETAKER HA_X,12.0,CTX
1660,Woodside,HSG AST,3,3,033,WOODSIDE,HSG AST,4.0,HA
1661,Woodside,HSG MGR,1,1,033,WOODSIDE,HSG MGR,1.0,PM
1662,Woodside,MAINT WORKER,6,6,033,WOODSIDE,MAINT WORKER,9.0,MW
1663,Woodside,RES BLDG SUPT,1,1,033,WOODSIDE,RES BLDG SUPT,5.0,SUPER
1664,Woodside,SECY,2,2,033,WOODSIDE,SECY,3.0,SEC
1665,Woodside,SUPV HSG CRTKR,1,1,033,WOODSIDE,SUPV HSG CRTKR,7.0,SOC
1666,Woodside,SUPV HSG GDKPR,0,1,033,WOODSIDE,SUPV HSG GDKPR,8.0,SOG
1667,Woodson Consolidated,AST RES BLDG SP,1,1,182,WOODSON,AST RES BLDG SP,6.0,ASUPER
1668,Woodson Consolidated,CARETAKER HA,10,9,182,WOODSON,CARETAKER HA,10.0,CTJ
1669,Woodson Consolidated,CARETAKER HA_G,1,1,182,WOODSON,CARETAKER HA_G,13.0,CTG
1670,Woodson Consolidated,CARETAKER HA_X,3,3,182,WOODSON,CARETAKER HA_X,12.0,CTX
1671,Woodson Consolidated,HSG AST,2,2,182,WOODSON,HSG AST,4.0,HA
1672,Woodson Consolidated,HSG MGR,1,1,182,WOODSON,HSG MGR,1.0,PM
1673,Woodson Consolidated,MAINT WORKER,2,2,182,WOODSON,MAINT WORKER,9.0,MW
1674,Woodson Consolidated,RES BLDG SUPT,1,1,182,WOODSON,RES BLDG SUPT,5.0,SUPER
1675,Woodson Consolidated,SECY,2,2,182,WOODSON,SECY,3.0,SEC
1676,Woodson Consolidated,SUPV HSG CRTKR,1,1,182,WOODSON,SUPV HSG CRTKR,7.0,SOC
1677,Woodson Consolidated,SUPV HSG GDKPR,1,1,182,WOODSON,SUPV HSG GDKPR,8.0,SOG
1678,Wyckoff Gardens Consolidated,AST HSG MGR,1,0,163,WYCKOFF GARDENS CONSOLIDATED,AST HSG MGR,2.0,APM
1679,Wyckoff Gardens Consolidated,AST RES BLDG SP,1,1,163,WYCKOFF GARDENS CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1680,Wyckoff Gardens Consolidated,CARETAKER HA,14,11,163,WYCKOFF GARDENS CONSOLIDATED,CARETAKER HA,10.0,CTJ
1681,Wyckoff Gardens Consolidated,CARETAKER HA_G,2,1,163,WYCKOFF GARDENS CONSOLIDATED,CARETAKER HA_G,13.0,CTG
1682,Wyckoff Gardens Consolidated,CARETAKER HA_X,4,4,163,WYCKOFF GARDENS CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1683,Wyckoff Gardens Consolidated,HSG AST,2,2,163,WYCKOFF GARDENS CONSOLIDATED,HSG AST,4.0,HA
